sku,proveedor_id,ultima_fecha_compra,ultimo_precio_pyg,ultima_cantidad,total_cantidad_historica,total_lineas_compra
247306,364,2025-08-29,0.81,288.0,288.0,1
250432,1393,2025-09-26,0.72,144.0,144.0,1
215757,364,2024-10-01,12.31,8.0,8.0,1
250433,1393,2025-09-26,0.64,144.0,144.0,1
246505,1654,2025-08-22,2.0,50.0,50.0,1
247443,364,2025-08-29,9.11,12.0,12.0,1
245941,364,2025-09-08,1.17,144.0,144.0,1
254458,1926,2025-11-24,1.87,108.0,108.0,1
217043,1393,2024-10-14,0.66,288.0,288.0,1
219823,364,2024-11-07,6.59,24.0,24.0,1
245724,364,2025-09-08,27.19,4.0,4.0,1
136613,1926,2024-09-17,24.3,120.0,120.0,1
256033,2502,2025-11-21,142545.45455,4.0,4.0,1
248001,3659,2025-10-24,1.9,288.0,288.0,1
217473,364,2024-10-18,4.67,12.0,12.0,1
218597,1393,2024-11-07,19.21,6.0,6.0,1
217111,364,2024-10-18,2.54,72.0,72.0,1
247051,364,2025-08-29,4.46,72.0,72.0,1
245958,364,2025-09-08,2.76,48.0,48.0,1
246865,364,2025-09-08,18.22,12.0,12.0,1
219808,364,2024-11-07,1.23,96.0,96.0,1
245685,364,2025-09-08,41.12,4.0,4.0,1
215864,364,2024-10-18,6.02,24.0,24.0,1
246431,1654,2025-08-22,7.2,24.0,24.0,1
254646,1926,2025-11-24,0.68,200.0,200.0,1
219890,364,2024-11-07,5.08,36.0,36.0,1
247974,3659,2025-10-24,3.0,72.0,72.0,1
247208,364,2025-08-29,3.45,54.0,54.0,1
213753,3515,2024-08-07,4.78,198.0,198.0,1
192496,3390,2025-11-15,2545454.54545,1.0,2.0,2
219278,3654,2024-10-22,172.88,1.0,1.0,1
215211,364,2024-11-07,11.25,9.0,9.0,1
250558,1393,2025-09-26,4.12,24.0,24.0,1
217424,364,2024-10-18,1.74,48.0,48.0,1
247201,364,2025-08-29,1.4,288.0,288.0,1
250389,1393,2025-09-26,0.87,360.0,360.0,1
250565,1393,2025-09-26,7.64,57.0,57.0,1
215821,364,2024-10-01,3.0,60.0,60.0,1
215466,364,2024-11-07,6.62,10.0,10.0,1
250363,1393,2025-09-26,1.29,240.0,240.0,1
253970,364,2025-11-24,5.03,12.0,12.0,1
215031,364,2024-10-18,4.31,36.0,36.0,1
248420,364,2025-09-19,6.21,24.0,24.0,1
218645,364,2024-11-07,3.81,36.0,36.0,1
217081,364,2024-10-18,2.23,144.0,144.0,1
215083,364,2024-10-18,3.8,36.0,36.0,1
219891,364,2024-11-07,4.9,24.0,24.0,1
245979,364,2025-09-08,1.87,96.0,96.0,1
246506,1654,2025-08-22,2.0,50.0,50.0,1
142559,2613,2024-12-09,4090.90909,28.0,68.0,2
248132,3659,2025-10-30,2.68,72.0,72.0,1
247174,364,2025-08-29,5.55,24.0,24.0,1
247039,364,2025-08-29,3.77,48.0,48.0,1
215886,364,2024-10-18,2.9,60.0,60.0,1
247469,364,2025-08-29,6.74,12.0,12.0,1
254265,3659,2025-10-22,1.17,60.0,60.0,1
215806,364,2024-10-18,5.61,36.0,36.0,1
217062,1393,2024-10-14,5.46,24.0,24.0,1
254659,1926,2025-11-24,0.49,144.0,144.0,1
247426,364,2025-08-29,6.55,12.0,12.0,1
203484,3515,2024-05-08,4.78,96.0,96.0,1
256015,129,2025-11-18,22727.27273,2.0,2.0,1
250736,3515,2025-11-28,5.9,25.0,25.0,1
250452,1393,2025-09-26,0.99,240.0,240.0,1
254499,1926,2025-11-24,1.38,72.0,72.0,1
247450,364,2025-08-29,9.74,12.0,12.0,1
248523,364,2025-09-19,3.25,54.0,54.0,1
246498,1654,2025-08-22,2.06,48.0,48.0,1
213722,3515,2024-08-07,4.79,48.0,48.0,1
255134,2663,2025-12-22,141272.72727,3.0,9.0,2
215884,364,2024-10-01,7.49,12.0,12.0,1
217100,1393,2024-10-14,8.71,16.0,16.0,1
246223,1654,2025-08-22,4.8,100.0,100.0,1
247446,364,2025-08-29,7.51,24.0,24.0,1
250738,3515,2025-11-28,1.86,72.0,72.0,1
250328,1393,2025-09-26,1.08,240.0,240.0,1
254702,1926,2025-11-24,2.16,192.0,192.0,1
216867,364,2024-10-18,1.22,288.0,288.0,1
187808,364,2024-10-01,11.59,8.0,8.0,1
254717,975,2025-10-28,8363.63636,2.0,2.0,1
248339,364,2025-09-19,11.75,12.0,12.0,1
247117,364,2025-08-29,4.66,48.0,48.0,1
215575,364,2024-10-18,1.8,24.0,24.0,1
255169,1362,2025-11-07,1818181.81818,1.0,1.0,1
223570,3712,2025-11-07,38181.81818,10.0,94.0,4
245917,364,2025-09-08,2.18,24.0,24.0,1
246747,364,2025-09-08,0.74,144.0,144.0,1
245996,364,2025-09-08,15.2,8.0,8.0,1
247097,364,2025-08-29,5.29,48.0,48.0,1
246858,364,2025-09-08,4.57,16.0,16.0,1
248332,364,2025-09-19,7.01,32.0,32.0,1
217075,1393,2024-10-14,358.44,1.0,1.0,1
247171,364,2025-08-29,3.53,24.0,24.0,1
254274,3659,2025-10-22,0.4472,250.0,250.0,1
220930,1074,2024-10-15,27272.72727,4.0,4.0,1
222347,3525,2024-12-16,2000.0,50.0,50.0,1
248312,364,2025-09-19,1.14,96.0,96.0,1
247482,364,2025-08-29,1.05,96.0,96.0,1
206253,1654,2025-07-14,9.74,24.0,48.0,2
254652,1926,2025-11-24,1.04,300.0,300.0,1
215910,364,2024-10-01,33.98,4.0,4.0,1
254661,1926,2025-11-24,0.49,144.0,144.0,1
250657,1393,2025-09-26,393.1,1.0,1.0,1
248389,364,2025-09-19,3.56,96.0,96.0,1
246063,364,2025-09-08,12.56,14.0,14.0,1
248300,364,2025-09-19,8.29,10.0,10.0,1
246581,1654,2025-08-22,0.1,100.0,100.0,1
218665,1393,2024-11-07,5.57,12.0,12.0,1
246031,364,2025-09-08,5.4,16.0,16.0,1
217056,1393,2024-10-14,0.77,144.0,144.0,1
250335,1393,2025-09-26,1.41,288.0,288.0,1
248115,3659,2025-10-30,1.1,72.0,72.0,1
248491,364,2025-09-19,1.99,96.0,96.0,1
218668,1393,2024-11-07,5.57,12.0,12.0,1
254647,1926,2025-11-24,1.19,300.0,300.0,1
215192,364,2024-11-07,44.15,12.0,12.0,1
256039,2502,2025-11-21,94545.45455,4.0,4.0,1
246058,364,2025-09-08,1.67,108.0,108.0,1
213759,3515,2024-08-07,4.17,96.0,96.0,1
193552,3406,2024-11-11,83863.63636,5.0,5.0,1
217047,1393,2024-10-14,10.61,24.0,24.0,1
247394,364,2025-08-29,3.41,72.0,72.0,1
256031,2502,2025-11-21,107636.36364,2.0,2.0,1
217093,1393,2024-10-14,1.21,288.0,288.0,1
250531,1393,2025-09-26,13.08,6.0,6.0,1
250607,1393,2025-09-26,1.09,144.0,144.0,1
256027,2974,2025-11-26,13636.36364,29.0,29.0,1
250448,1393,2025-09-26,0.72,144.0,144.0,1
215520,364,2024-10-01,0.84,72.0,72.0,1
218663,1393,2024-11-07,11.39,12.0,12.0,1
247282,364,2025-08-29,1.77,96.0,96.0,1
192947,2501,2025-11-19,164227.27273,24.0,40.0,4
218628,364,2024-11-07,15.62,48.0,48.0,1
248151,3659,2025-10-30,3.0,48.0,48.0,1
256049,2502,2025-11-21,71272.72727,2.0,2.0,1
246878,364,2025-09-08,4.74,16.0,16.0,1
248192,364,2025-09-19,7.94,8.0,8.0,1
246587,1654,2025-08-22,0.25,50.0,50.0,1
250539,1393,2025-09-26,16.42,4.0,4.0,1
254550,1926,2025-11-24,9.0,12.0,12.0,1
218603,1393,2024-11-07,1.28,24.0,24.0,1
256034,2502,2025-11-21,107636.36364,4.0,4.0,1
215796,364,2024-10-18,1.8,24.0,24.0,1
247513,3960,2025-09-22,4.08,96.0,96.0,1
217531,364,2024-10-18,1.79,96.0,96.0,1
254262,1926,2025-11-24,2.03,90.0,90.0,1
247009,364,2025-08-29,3.59,96.0,96.0,1
246047,364,2025-09-08,1.14,96.0,96.0,1
217534,364,2025-09-19,11.92,16.0,32.0,2
218667,1393,2024-11-07,5.57,12.0,12.0,1
246721,364,2025-09-08,9.85,18.0,18.0,1
254486,1926,2025-11-24,5.45,50.0,50.0,1
247158,364,2025-08-29,37.68,6.0,6.0,1
247334,364,2025-08-29,1.62,96.0,96.0,1
215546,364,2024-10-01,7.38,40.0,40.0,1
215795,364,2024-10-01,6.86,12.0,12.0,1
256040,2502,2025-11-21,65454.54545,4.0,4.0,1
250313,1393,2025-09-26,2.62,24.0,24.0,1
250602,1393,2025-09-26,16.5,12.0,12.0,1
250667,1393,2025-09-26,1.34,72.0,72.0,1
254535,1926,2025-11-24,2.29,96.0,96.0,1
215908,364,2024-10-18,0.62,288.0,288.0,1
215218,364,2024-10-01,3.44,48.0,48.0,1
248224,364,2025-09-19,2.86,72.0,72.0,1
248340,364,2025-09-19,0.91,264.0,264.0,1
257355,639,2026-04-14,40181.81818,6.0,24.0,4
257367,639,2025-12-23,8272.72727,10.0,22.0,2
246585,1654,2025-08-22,0.25,50.0,50.0,1
221872,1362,2026-03-16,181818.18182,1.0,6.0,2
247015,364,2025-08-29,3.42,96.0,96.0,1
250338,1393,2025-09-26,1.02,288.0,288.0,1
217064,1393,2024-10-14,3.04,96.0,96.0,1
247162,364,2025-08-29,1.25,288.0,288.0,1
218639,364,2024-11-07,3.18,72.0,72.0,1
62893,370,2025-10-10,50836.36364,850.0,1700.0,2
246766,364,2025-09-08,2.76,64.0,64.0,1
254654,1926,2025-11-24,0.49,144.0,144.0,1
248263,364,2025-09-19,0.82,264.0,264.0,1
206079,1654,2025-07-14,0.72,48.0,72.0,2
215230,364,2024-10-01,1.67,96.0,96.0,1
215293,364,2024-10-01,1.85,96.0,96.0,1
254079,1926,2025-11-24,2.25,128.0,128.0,1
250463,1393,2025-09-26,0.81,24.0,24.0,1
248425,364,2025-09-19,4.66,36.0,36.0,1
247078,364,2025-08-29,1.28,48.0,48.0,1
255413,941,2025-11-18,1363.63636,240.0,360.0,2
215017,364,2024-10-18,11.79,18.0,18.0,1
247333,364,2025-08-29,1.24,96.0,96.0,1
215195,364,2024-11-07,0.99,192.0,192.0,1
224474,2613,2024-12-09,5454.54545,140.0,140.0,1
218650,1393,2024-11-07,2.19,72.0,72.0,1
219883,364,2024-11-07,16.46,6.0,6.0,1
221870,1362,2025-10-20,240000.0,20.0,35.0,3
250655,1393,2025-09-26,30.95,4.0,4.0,1
248126,364,2025-09-19,3.93,48.0,48.0,1
246261,1654,2025-08-22,0.98,50.0,50.0,1
247360,364,2025-08-29,4.79,60.0,60.0,1
247981,3659,2025-10-24,1.54,72.0,72.0,1
219897,364,2024-11-07,10.84,6.0,6.0,1
217068,1393,2024-10-14,0.7,360.0,360.0,1
215809,364,2024-10-01,8.45,24.0,24.0,1
248417,364,2025-09-19,10.69,12.0,12.0,1
206284,1654,2025-07-14,3.73,24.0,48.0,2
246246,1654,2025-08-22,0.94,48.0,48.0,1
166454,2798,2025-10-28,11454.54545,6.0,32.0,3
217271,1393,2024-10-14,2.94,48.0,48.0,1
248037,3659,2025-10-24,0.69,96.0,96.0,1
250425,1393,2025-09-26,0.55,720.0,720.0,1
246266,1654,2025-08-22,0.4,100.0,100.0,1
215890,364,2024-10-18,1.17,144.0,144.0,1
217319,364,2024-10-18,0.69,288.0,288.0,1
218564,1393,2024-11-07,1.66,144.0,144.0,1
250618,1393,2025-09-26,11.91,30.0,30.0,1
246509,1654,2025-08-22,0.8,50.0,50.0,1
218591,1393,2024-11-07,14.12,12.0,12.0,1
247400,364,2025-08-29,0.62,72.0,72.0,1
248053,3659,2025-10-24,471.61,3.0,3.0,1
246094,364,2025-09-08,20.81,4.0,4.0,1
217166,1393,2024-10-14,2.55,60.0,60.0,1
248051,3659,2025-10-24,15.28,6.0,6.0,1
138339,1362,2024-12-03,476363.63636,1.0,1.0,1
250336,1393,2025-09-26,1.01,240.0,240.0,1
222648,2502,2024-11-15,129454.54545,4.0,4.0,1
220928,1074,2024-10-15,18409.09091,8.0,8.0,1
215560,364,2024-10-18,3.9,48.0,48.0,1
248221,364,2025-09-19,4.96,40.0,40.0,1
257049,129,2025-12-03,45454.54545,1.0,1.0,1
247237,364,2025-08-29,4.84,24.0,24.0,1
217163,1393,2024-10-14,0.84,288.0,288.0,1
135165,364,2025-06-12,7.97,10.0,10.0,1
250290,1393,2025-09-26,2.61,36.0,36.0,1
250423,1393,2025-09-26,1.13,288.0,288.0,1
247536,3960,2025-09-22,13.57,50.0,50.0,1
247020,364,2025-08-29,4.11,72.0,72.0,1
247185,364,2025-08-29,1.9,144.0,144.0,1
246791,364,2025-09-08,9.6,32.0,32.0,1
92410,364,2024-10-18,6.76,48.0,48.0,1
248542,364,2025-09-19,10.56,12.0,12.0,1
248270,364,2025-09-19,4.84,24.0,24.0,1
217273,1393,2024-10-14,2.94,48.0,48.0,1
218649,364,2024-11-07,4.39,32.0,32.0,1
255710,2974,2025-12-13,20454.54545,30.0,70.0,4
217547,364,2024-10-18,19.27,40.0,40.0,1
256008,4110,2025-12-01,136363.63636,2.0,2.0,1
245709,364,2025-09-08,3.86,24.0,24.0,1
250647,1393,2025-09-26,13.61,6.0,6.0,1
248009,3659,2025-10-24,2.03,240.0,240.0,1
247200,364,2025-08-29,1.4,288.0,288.0,1
215297,364,2024-10-01,10.25,12.0,12.0,1
247270,364,2025-08-29,2.31,48.0,48.0,1
160430,364,2025-09-08,0.58,96.0,384.0,2
220936,1074,2024-10-15,12272.72727,115.0,115.0,1
250301,1393,2025-09-26,3.3,16.0,16.0,1
215523,364,2024-10-01,16.41,6.0,6.0,1
256004,4110,2025-12-01,72727.27273,4.0,4.0,1
250350,1393,2025-09-26,0.82,288.0,288.0,1
248156,3659,2025-10-30,83.59,12.0,12.0,1
217070,1393,2024-10-14,0.74,240.0,240.0,1
250674,1393,2025-09-26,2.64,96.0,96.0,1
215916,364,2024-10-01,6.27,32.0,32.0,1
253984,364,2025-11-24,3.4,36.0,36.0,1
222647,2502,2024-12-13,152727.27273,1.0,5.0,2
250658,1393,2025-09-26,3.81,22.0,22.0,1
253982,364,2025-11-24,195.58,1.0,1.0,1
247127,364,2025-08-29,2.21,72.0,72.0,1
116947,1362,2024-12-09,163636.36364,1.0,4.0,3
219822,364,2024-11-07,6.59,24.0,24.0,1
250488,1393,2025-09-26,0.45,72.0,72.0,1
247293,364,2025-08-29,1.85,120.0,120.0,1
217352,364,2024-10-18,5.02,24.0,24.0,1
217229,1393,2024-10-14,1.92,84.0,84.0,1
248164,3659,2025-10-30,9.32,24.0,24.0,1
248127,3659,2025-10-30,1.67,96.0,96.0,1
219614,3655,2024-11-27,45.12,2.0,2.0,1
217141,1393,2024-10-14,1.08,150.0,150.0,1
215509,364,2024-10-18,4.77,48.0,48.0,1
217495,364,2024-10-18,5.53,24.0,24.0,1
215281,364,2024-10-01,1.67,120.0,120.0,1
215897,364,2024-10-18,1.5,120.0,120.0,1
250676,1393,2025-09-26,0.83,144.0,144.0,1
257399,639,2025-12-18,164272.72727,4.0,4.0,1
203498,3515,2025-11-28,1.76,48.0,84.0,2
217250,1393,2024-10-14,1.0,240.0,240.0,1
203486,3515,2024-05-08,7.95,24.0,24.0,1
217290,1393,2024-10-14,10.92,24.0,24.0,1
226030,2974,2024-12-21,21818.18182,16.0,16.0,1
215763,364,2024-10-01,3.42,48.0,48.0,1
254547,1926,2025-11-24,17.85,4.0,4.0,1
245794,364,2025-09-08,3.61,72.0,72.0,1
247330,364,2025-08-29,1.75,96.0,96.0,1
248521,364,2025-09-19,1.63,108.0,108.0,1
250761,3515,2025-11-28,4.42,12.0,12.0,1
215499,364,2024-10-18,1.16,96.0,96.0,1
217363,364,2024-10-18,0.91,36.0,36.0,1
248182,364,2025-09-19,1.19,48.0,48.0,1
219584,364,2024-11-07,2.69,48.0,48.0,1
140031,1362,2024-11-11,700000.0,1.0,2.0,2
245786,364,2025-09-08,2.28,96.0,96.0,1
217048,1393,2024-10-14,0.72,288.0,288.0,1
96532,94,2024-11-14,8909.09091,24.0,24.0,1
247311,364,2025-08-29,2.56,60.0,60.0,1
217175,1393,2025-09-26,1.07,72.0,216.0,2
217206,1393,2024-10-14,2.35,24.0,24.0,1
246108,364,2025-09-08,13.3,18.0,18.0,1
246279,1654,2025-08-22,2.96,50.0,50.0,1
170641,1227,2024-11-14,12741.81818,300.0,300.0,1
247014,364,2025-08-29,3.44,72.0,72.0,1
222656,2502,2024-11-15,100363.63636,4.0,4.0,1
245933,364,2025-09-08,6.79,24.0,24.0,1
215820,364,2024-10-01,14.37,12.0,12.0,1
187844,364,2025-09-08,4.85,24.0,24.0,1
217530,364,2024-10-18,1.79,96.0,96.0,1
246871,364,2025-09-08,5.02,32.0,32.0,1
217198,1393,2024-10-14,0.78,288.0,288.0,1
215225,364,2024-10-01,0.91,144.0,144.0,1
247324,364,2025-08-29,2.14,72.0,72.0,1
250369,1393,2025-09-26,0.69,240.0,240.0,1
254076,1926,2025-11-24,9.42,16.0,16.0,1
218658,364,2024-11-07,4.01,16.0,16.0,1
250339,1393,2025-09-26,0.96,240.0,240.0,1
247410,364,2025-08-29,6.02,24.0,24.0,1
248474,364,2025-09-19,5.3,24.0,24.0,1
247043,364,2025-08-29,6.01,16.0,16.0,1
218587,1393,2025-09-26,5.69,48.0,96.0,2
247412,364,2025-08-29,9.3,12.0,12.0,1
246068,364,2025-09-08,16.63,4.0,4.0,1
250362,1393,2025-09-26,1.13,240.0,240.0,1
247519,3960,2025-09-22,6.79,24.0,24.0,1
253961,364,2025-11-24,23.43,2.0,2.0,1
215326,364,2024-10-01,9.43,12.0,12.0,1
248386,364,2025-09-19,3.81,12.0,12.0,1
219277,3654,2024-10-22,172.88,1.0,1.0,1
189724,1926,2024-09-17,20.25,40.0,40.0,1
254810,1926,2025-11-24,31.48,12.0,12.0,1
253963,364,2025-11-24,2.37,48.0,48.0,1
169545,3102,2024-11-11,3454.54545,50.0,50.0,1
246412,1654,2025-08-22,1.07,48.0,48.0,1
246733,364,2025-09-08,1.67,96.0,96.0,1
246340,1654,2025-08-22,1.6,50.0,50.0,1
254667,1926,2025-11-24,5.02,36.0,36.0,1
245743,364,2025-09-08,3.68,24.0,24.0,1
246293,1654,2025-08-22,0.46,100.0,100.0,1
247323,364,2025-08-29,2.21,72.0,72.0,1
246219,1654,2025-08-22,1.04,200.0,200.0,1
250457,1393,2025-09-26,1.21,240.0,240.0,1
250474,1393,2025-09-26,0.61,72.0,72.0,1
220132,364,2024-11-07,0.5,400.0,400.0,1
217269,364,2024-10-18,4.29,48.0,48.0,1
248273,364,2025-09-19,2.45,72.0,72.0,1
247437,364,2025-08-29,1.32,144.0,144.0,1
250491,1393,2025-09-26,0.26,384.0,384.0,1
218593,1393,2024-11-07,13.5,6.0,6.0,1
254471,1926,2025-11-24,1.51,32.0,32.0,1
246003,364,2025-09-08,19.57,12.0,12.0,1
217340,364,2024-10-18,1.69,120.0,120.0,1
248535,364,2025-09-19,5.98,24.0,24.0,1
136342,1926,2024-09-17,58.05,40.0,40.0,1
136763,1926,2024-09-17,1.35,108.0,108.0,1
215813,364,2024-10-18,9.03,32.0,32.0,1
254126,1926,2025-11-24,1.65,72.0,72.0,1
215865,364,2024-10-01,9.02,12.0,12.0,1
246271,1654,2025-08-22,0.77,100.0,100.0,1
245906,364,2025-09-08,2.42,36.0,36.0,1
219840,364,2024-11-07,2.93,36.0,36.0,1
246283,1654,2025-08-22,1.44,50.0,50.0,1
246407,1654,2025-08-22,6.59,24.0,24.0,1
213745,3515,2024-08-07,4.17,60.0,60.0,1
136625,1926,2024-09-17,1.35,108.0,108.0,1
246022,364,2025-09-08,4.29,2.0,2.0,1
93952,370,2025-12-04,48654.54545,50.0,850.0,3
246020,364,2025-09-08,3.68,36.0,36.0,1
250638,1393,2025-09-26,10.53,10.0,10.0,1
247363,364,2025-08-29,2.51,48.0,48.0,1
254674,1926,2025-11-24,4.6,24.0,24.0,1
140202,2798,2025-12-11,51545.45455,2.0,53.0,8
219697,364,2024-11-07,10.86,10.0,10.0,1
217437,364,2024-10-18,4.86,36.0,36.0,1
246410,1654,2025-08-22,1.09,48.0,48.0,1
256054,2502,2025-11-21,165818.18182,4.0,4.0,1
247067,364,2025-08-29,6.67,12.0,12.0,1
224470,2613,2024-12-09,6136.36364,24.0,24.0,1
187682,364,2025-08-29,1.53,120.0,180.0,2
255003,4080,2025-12-12,34772.72727,30.0,51.0,2
247476,364,2025-08-29,9.33,32.0,32.0,1
237390,364,2025-06-12,5.55,12.0,12.0,1
215420,364,2024-10-18,2.75,48.0,48.0,1
255384,3712,2025-12-06,41363.63636,30.0,39.0,2
247023,364,2025-08-29,3.1,96.0,96.0,1
254537,1926,2025-11-24,1.87,96.0,96.0,1
247096,364,2025-08-29,2.18,96.0,96.0,1
257366,639,2025-12-23,8272.72727,10.0,32.0,3
250343,1393,2025-09-26,1.13,240.0,240.0,1
247106,364,2025-08-29,2.03,48.0,48.0,1
217414,364,2024-10-18,1.33,288.0,288.0,1
254828,1926,2025-11-24,9.13,16.0,16.0,1
250302,1393,2025-09-26,3.3,16.0,16.0,1
256632,2941,2025-12-20,38181.81818,4.0,8.0,2
218589,1393,2025-09-26,8.43,24.0,48.0,2
248061,3659,2025-10-24,1.09,240.0,240.0,1
247254,364,2025-08-29,2.07,72.0,72.0,1
246775,364,2025-09-08,2.45,128.0,128.0,1
250534,1393,2025-09-26,6.63,72.0,72.0,1
250545,1393,2025-09-26,4.63,24.0,24.0,1
248466,364,2025-09-19,6.63,14.0,14.0,1
206357,1654,2025-07-14,1.79,24.0,48.0,2
213751,3515,2024-08-07,7.95,24.0,24.0,1
247064,364,2025-08-29,1.59,36.0,36.0,1
250595,1393,2025-09-26,15.29,12.0,12.0,1
215392,364,2024-10-18,12.75,12.0,12.0,1
215489,364,2024-11-07,1.25,72.0,72.0,1
219845,364,2025-09-08,2.74,48.0,96.0,2
215433,364,2024-10-18,2.56,48.0,48.0,1
246263,1654,2025-08-22,0.4,100.0,100.0,1
247368,364,2025-08-29,4.94,36.0,36.0,1
219875,3659,2024-10-22,1.92,12.0,12.0,1
248015,3659,2025-10-24,2.47,144.0,144.0,1
247111,364,2025-08-29,1.48,24.0,24.0,1
247374,364,2025-08-29,3.7,24.0,24.0,1
215389,364,2024-10-01,22.0,8.0,8.0,1
247188,364,2025-08-29,1.16,160.0,160.0,1
203490,3515,2024-05-08,11.94,6.0,6.0,1
217052,1393,2024-10-14,11.39,12.0,12.0,1
247154,364,2025-08-29,3.5,48.0,48.0,1
206254,1654,2025-07-14,9.74,24.0,28.0,2
257096,3712,2025-12-06,101818.18182,20.0,20.0,1
219616,3655,2024-11-27,80.19,2.0,2.0,1
246819,364,2025-09-19,4.27,24.0,36.0,2
250482,1393,2025-09-26,1.52,72.0,72.0,1
247103,364,2025-08-29,1.76,48.0,48.0,1
160319,364,2025-08-29,2.11,108.0,216.0,2
250323,1393,2025-09-26,16.24,16.0,16.0,1
217091,1393,2024-10-14,19.72,6.0,6.0,1
254529,1926,2025-11-24,1.67,96.0,96.0,1
246511,1654,2025-08-22,0.88,50.0,50.0,1
247066,364,2025-08-29,2.08,24.0,24.0,1
186674,364,2024-10-18,2.0,144.0,144.0,1
219689,364,2024-11-07,1.85,96.0,96.0,1
215253,364,2024-10-01,2.4,24.0,24.0,1
217456,364,2024-10-18,11.51,12.0,12.0,1
250321,1393,2025-09-26,13.51,24.0,24.0,1
246215,1654,2025-08-22,2.4,200.0,200.0,1
219817,364,2024-11-07,11.27,6.0,6.0,1
206285,1654,2025-07-14,3.73,24.0,48.0,2
215242,364,2024-10-01,2.67,48.0,48.0,1
215401,364,2024-10-18,24.83,12.0,12.0,1
246335,1654,2025-08-22,1.6,50.0,50.0,1
254776,1926,2025-11-24,6.22,24.0,24.0,1
247470,364,2025-08-29,14.38,18.0,18.0,1
254465,1926,2025-11-24,2.03,90.0,90.0,1
247472,364,2025-08-29,1.99,24.0,24.0,1
215484,364,2024-11-07,1.08,144.0,144.0,1
245983,364,2025-09-08,8.85,12.0,12.0,1
246076,364,2025-09-08,11.74,6.0,6.0,1
237338,364,2025-06-12,4.44,11.0,11.0,1
248369,364,2025-09-19,1.41,64.0,64.0,1
246224,1654,2025-08-22,8.0,100.0,100.0,1
247525,3960,2025-09-22,2.81,48.0,48.0,1
217110,1393,2024-10-14,3.34,24.0,24.0,1
247421,364,2025-08-29,8.15,10.0,10.0,1
224472,2613,2024-12-09,14318.18182,30.0,30.0,1
215220,364,2024-10-01,2.56,48.0,48.0,1
215917,364,2024-10-01,2.67,48.0,48.0,1
247159,364,2025-08-29,73.85,2.0,2.0,1
247249,364,2025-08-29,1.94,72.0,72.0,1
248022,3659,2025-10-24,0.62,96.0,96.0,1
256018,129,2025-11-18,31818.18182,1.0,1.0,1
246107,364,2025-09-08,2.01,24.0,24.0,1
213357,1393,2024-07-22,4.52,10.0,10.0,1
217137,1393,2024-10-14,1.5,119.0,119.0,1
217140,1393,2024-10-14,2.94,60.0,60.0,1
187034,1926,2024-09-17,62.1,12.0,12.0,1
215080,364,2024-10-18,3.5,24.0,24.0,1
215438,364,2024-10-18,0.82,232.0,232.0,1
215745,364,2024-10-01,3.92,48.0,48.0,1
248104,364,2025-09-19,2.53,72.0,72.0,1
223444,2613,2024-11-23,4772.72727,20.0,20.0,1
217457,364,2024-10-18,14.42,8.0,8.0,1
217308,1393,2024-10-14,0.58,96.0,96.0,1
254772,1926,2025-11-24,4.05,48.0,48.0,1
215918,364,2024-10-01,2.67,48.0,48.0,1
215762,364,2024-10-01,11.13,16.0,16.0,1
247131,364,2025-08-29,5.09,24.0,24.0,1
254799,1926,2025-11-24,18.62,16.0,16.0,1
247473,364,2025-08-29,2.04,24.0,24.0,1
215216,364,2024-11-07,4.26,32.0,32.0,1
250604,1393,2025-09-26,12.96,18.0,18.0,1
217545,364,2024-10-18,12.66,18.0,18.0,1
248411,364,2025-09-19,6.72,25.0,25.0,1
247387,364,2025-08-29,5.37,24.0,24.0,1
222749,1362,2024-12-02,45454.54545,4.0,13.0,2
215196,364,2024-11-07,4.52,48.0,48.0,1
206318,1654,2024-05-28,5.11,50.0,50.0,1
218664,364,2024-11-07,2.48,72.0,72.0,1
221229,941,2025-11-11,3636.36364,24.0,42.0,2
247386,364,2025-08-29,8.2,16.0,16.0,1
254789,1926,2025-11-24,1.97,72.0,72.0,1
215236,364,2024-10-01,5.46,48.0,48.0,1
215197,364,2024-11-07,2.3,48.0,48.0,1
247016,364,2025-08-29,3.55,72.0,72.0,1
186925,364,2024-10-18,5.45,24.0,24.0,1
215819,364,2024-10-01,4.32,80.0,80.0,1
217085,364,2024-10-18,1.83,144.0,144.0,1
217367,364,2024-10-18,1.51,36.0,36.0,1
254706,1926,2025-11-24,0.63,576.0,576.0,1
258743,4144,2025-12-22,9090.90909,72.0,72.0,1
254122,1926,2025-11-24,12.04,8.0,8.0,1
246328,1654,2025-08-22,0.58,100.0,100.0,1
218617,1393,2024-11-07,3.42,24.0,24.0,1
254806,1926,2025-11-24,0.98,96.0,96.0,1
254528,1926,2025-11-24,2.22,96.0,96.0,1
203488,3515,2024-05-08,4.17,60.0,60.0,1
187805,364,2024-10-01,11.9,24.0,24.0,1
213789,3515,2024-08-07,4.78,96.0,96.0,1
247022,364,2025-08-29,3.23,72.0,72.0,1
217527,364,2024-10-18,0.83,216.0,216.0,1
254483,1926,2025-11-24,13.49,16.0,16.0,1
254787,1926,2025-11-24,1.71,288.0,288.0,1
250388,1393,2025-09-26,1.13,240.0,240.0,1
250555,1393,2025-09-26,2.05,96.0,96.0,1
246437,1654,2025-08-22,4.67,24.0,24.0,1
248174,364,2025-09-19,1.61,144.0,144.0,1
