sku,codigo_barras,nombre,nombre_corto,unidad,pais_origen,precio_costo,fecha_ultima_compra,fecha_ultima_actualizacion,fecha_alta,categoria_id,cantidad_stock,perecedero
246327,246327,SERVILLETERO DE BAMBÚ JSR-APR25-290,SERVILLETERO,Unid,China,11764.0,,,2025-08-22 22:39:54.167,6319,28.0,false
162359,162359,FLOR DECOR 140-2500552,FLOR DECOR 140-25005,Unid,Panamá,5612.0,,,2022-09-26 08:41:06.040,7373,0.0,false
247441,247441,JG TAMBORES DECOR 3PZ 201-4600052,JG TAMBORES DECOR 3P,Unid,Panamá,1381681.0,,,2025-08-28 16:01:55.030,6257,0.0,false
250669,250669,KIT PINTURA 4 FIGURAS 248 831-D122-2504,Kit Pintura Navidad,Unid,China,26719.0,,,2025-09-24 15:08:39.617,6257,0.0,false
247237,247237,JG ADORNO COLGANTE 6PZ 8CM 130-5002082,Adornos Colgantes,Unid,Panamá,40619.0,,,2025-08-28 13:43:19.710,7333,3.0,false
247022,247022,JG BOLAS 4PZ 10X10X10CM 130-1900830,Esferas Doradas 4Pz,Unid,Panamá,27108.0,,,2025-08-28 10:43:06.653,6253,35.0,false
206257,206257,CASCANUECES JSR-JAN-329,Cascanueces Mágico,Unid,China,40162.0,,,2024-04-10 18:08:39.913,7340,1.0,false
162214,162214,JG BOLA 4PZ 130-2500769,JG BOLA 4PZ 130-2500,Unid,Panamá,42687.0,,,2022-09-23 11:26:47.203,6253,6.0,false
250435,250435,RELLENO 66CM VERDE 144 831-AMX018-2537,Relleno Verde 66cm,Unid,China,12756.0,,,2025-09-24 11:25:44.110,7370,1.0,false
247556,247556,ARBOL  360CM NB25190-323,ARBOL  360CM NB25190,Unid,Panamá,1284171.0,,,2025-09-01 09:35:25.980,6260,0.0,false
247985,247985,CINTA C/LUNARES Y LÍNEAS CREMA/DORADO 1069856,CINTA C/LUNARES Y LÍ,Unid,Brasil,16680.0,,,2025-09-09 09:05:57.110,6278,33.0,false
215913,215913,FALDA D/ARBOL 201-8900459,FALDA 201-8900459,Unid,Panamá,42783.0,,,2024-07-30 13:22:45.577,6291,0.0,false
245928,245928,POINSETTIA C/POTE MUCHO X27CM 140-3500020,Poinsettia Roja X2,Unid,Panamá,18392.0,,,2025-08-21 10:15:06.820,7373,3.0,false
186667,186667,JGO BOLAS 6PZ 130-5001539,JGO BOLAS 6PZ 130-50,Unid,Panamá,36198.0,,,2023-08-04 08:37:28.647,6253,0.0,false
215819,215819,BUHO 201-2300246,BUHO 201-2300246,Unid,Panamá,40800.0,,,2024-07-30 10:25:19.550,6255,0.0,false
217055,217055,831-24824014I FIG SANTA HNIE 60.96 CM,FIG SANTA HNIE 60.96,Unid,Panamá,90853.0,,,2024-08-23 11:36:10.087,6255,0.0,false
160716,160716,POINSETTIA DECOR 140-4101200,POINSETTIA DECOR 140,Unid,Panamá,9875.0,,,2022-08-31 16:49:28.917,7373,2.0,false
162416,162416,PICK 140-5701222,PICK 140-5701222,Unid,Panamá,6122.0,,,2022-09-26 15:48:50.510,7373,1.0,false
219864,219864,1058474 SERVILLETA A CUADROS,SERVILLETA A CUADROS,Unid,Brasil,14726.0,,,2024-09-26 13:45:58.783,6296,0.0,false
190543,190543,ARBOL NAV. 200-2100638 CH,ARBOL NAV. 200-21006,Unid,Panamá,49486.5,,,2023-10-04 08:44:05.893,6257,0.0,false
215528,215528,JG CAJA D/REGALO 200-2100805,CAJA 200-2100805,Unid,Panamá,235755.0,,,2024-07-23 13:35:23.703,6273,0.0,false
250557,250557,BOTA SANTA HNIE 29X4 831-XMFE104- 2520B4,BOTA SANTA HNIE 29X4,Unid,China,39132.0,,,2025-09-24 13:18:54.277,6255,1.0,false
163587,163587,BOLA NAVIDAD 1PCS NB2230-862,BOLA NAVIDAD 1PCS NB,Unid,Panamá,49239.0,,,2022-10-05 09:49:33.347,6253,0.0,false
218661,218661,831-D049-2401 PAPEL D-REGALO RV,PAPEL D-REGALO RV,Unid,Panamá,8553.0,,,2024-09-13 14:59:26.353,6268,0.0,false
254077,254077,OSO NAVIDEÑO 12X16X29CM DL2501-287,OSO NAVIDEÑO 12X16X2,Unid,Panamá,73182.0,,,2025-10-17 16:11:14.010,6257,2.0,false
245802,245802,ADORNO COLGANTE 11.50X30X1.50CM 140-1900299,Adorno Copo Nieve,Unid,Panamá,10377.0,,,2025-08-19 16:45:22.213,6257,0.0,false
247992,247992,"CINTA ARAMADA DE JUTA CRUDO 6,3X914CM  1069956",CINTA ARAMADA DE JUT,Unid,Brasil,28366.0,,,2025-09-09 09:10:04.100,6278,41.0,false
218665,218665,831-2788-239101429A-G ESFERA BRILLANTE BOLSA,ESFERA BRILLANTE,Unid,Panamá,51228.0,,,2024-09-13 15:04:03.493,6253,0.0,false
250445,250445,RELLENO 80CM CHAMPANA  831-AMX018- 2430N,Relleno Champán 80cm,Unid,China,6206.0,,,2025-09-24 11:29:42.320,7370,0.0,false
250463,250463,ORNAMENTO 12CM MULTIC S3 2 831-D113-2510,ORNAMENTO 12CM MULTI,Unid,China,6983.0,,,2025-09-24 11:39:57.137,6257,0.0,false
215324,215324,SANTA 160-4503395,SANTA 160-4503395,Unid,Panamá,89062.0,,,2024-07-23 09:44:56.643,6257,0.0,false
221605,221605,BANDEJA DE CRISTAL CH 201-7600026,BANDEJA DE CRISTAL C,Unid,Panamá,71669.9375,,,2024-10-28 11:24:18.603,6262,2.0,false
217413,217413,FLOR DE PAPEL 30CM 201-2200165,FLOR DE PAPEL 30CM,Unid,Panamá,28638.0,,,2024-08-28 09:17:41.010,7373,0.0,false
254066,254066,RENO NAVIDEÑO 20X11X45CM DL2501-280,RENO NAVIDEÑO 20X11X,Unid,Panamá,84324.0,,,2025-10-17 15:23:11.363,6257,0.0,false
248468,248468,CASCABEL ROJO COLGANTE 202-1800007,CASCABEL COLGANTE 20,Unid,Panamá,57109.0,,,2025-09-12 09:42:21.833,7339,0.0,false
256044,256044,ARBOL ESTRELLA DE BELEN ROJO SMALL,ARBOL ESTRELLA DE BE,Unid,Paraguay,50909.09,,,2025-11-19 09:42:56.227,6257,0.0,false
186664,186664,CAJA D/REGALO DECO 130-5001489,CAJA D/REGALO DECO,Unid,Panamá,13627.0,,,2023-08-04 08:33:27.373,6274,0.0,false
246431,246431,MOCHILA 122 X 34 X 51 CM JSR-DEC-24-524,MOCHILA,Unid,China,70585.0,,,2025-08-23 01:11:42.093,7366,2.0,false
245704,245704,INDIVDUAL 38CM 085-825800,Individual Elegante,Unid,Panamá,11980.0,,,2025-08-19 15:55:47.073,6291,0.0,false
250366,250366,PONSETIA 26X30CM 9P BLAN 831-AMX001- 25249K,PONSETIA 26X30CM 9P,Unid,China,5085.0,,,2025-09-24 10:43:39.810,7373,163.0,false
215402,215402,BOLA 130-2502236,BOLA 130-2502236,Unid,Panamá,113835.0,,,2024-07-23 10:38:52.127,6253,0.0,false
215816,215816,ADORNO P/ARBOL 130-7000495,ADORNO P/ARBOL 130-7,Unid,Panamá,26117.0,,,2024-07-30 10:23:12.560,6256,7.0,false
221598,221598,CAJA D/REGALO GR 200-2100799,CAJA D/REGALO GR,Unid,Panamá,99153.0,,,2024-10-28 11:02:27.480,6274,0.0,false
254539,254539,SET BOLA NAVIDEÑA 10CM VERDE NB2519-6318,SET BOLA NAVIDEÑA 10,Unid,Panamá,15402.0,,,2025-10-23 15:45:10.500,6253,77.0,false
218644,218644,130-9502538 JG BOLA DECOR,130-9502538 JG BOLA,Unid,Panamá,31728.0,,,2024-09-13 14:43:54.193,6253,0.0,false
247458,247458,CAMPANA 202-1900001,CAMPANA 202-1900001,Unid,Panamá,293068.0,,,2025-08-28 16:18:11.887,7339,0.0,false
217135,217135,831-D015-058 FRASCO TRANSP,FRASCO TRANSP,Unid,Panamá,26719.0,,,2024-08-23 15:51:08.540,6261,0.0,false
250460,250460,ORNAMENTO H-JENGIBRE 13CM 831-BC307-2509,Adorno Jengibre,Unid,China,10171.0,,,2025-09-24 11:37:57.800,6257,3.0,false
254730,254730,Bolsa p/regalo navideña,Bolsa p/regalo navid,Unid,Paraguay,5113.6362,,,2025-10-27 13:53:09.847,6270,2.0,false
160392,160392,JGO BOLA 6PZ 130-2500744,JGO BOLA 6PZ 130-250,Unid,Panamá,37910.0,,,2022-08-25 08:33:26.527,6253,0.0,false
234025,234025,CASCANUECES 30 CM JSR-JAN-332,Cascanueces 30 cm,Unid,China,38412.0,,,2025-04-22 09:29:24.160,6255,1.0,false
247134,247134,FALDA P/ARBOL 106X106X2CM 150-5200039,Falda Árbol Navidad,Unid,Panamá,105497.0,,,2025-08-28 12:16:32.010,6256,1.0,false
217307,217307,831-XDA19-07 JGO 4 VELAS ADVIENTO,JGO 4 VELAS ADVIENTO,Unid,Panamá,34364.0,,,2024-08-27 08:43:03.710,6298,0.0,false
213745,213745,BOWL DECORADO CLASSIC CHRISTMAS 1254-111,BOWL 1254-111,Unid,Brasil,34467.0,,,2024-06-27 13:39:37.247,6268,6.0,false
190685,190685,ARBOL 180CM NB24190-584,ARBOL 180CM NB24190-,Unid,Panamá,262853.909,,,2023-10-05 13:35:26.630,6258,2.0,false
186730,186730,BOLA DECO 140-4700270,BOLA DECO 140-470027,Unid,Panamá,69723.0,,,2023-08-04 11:43:05.653,6253,18.0,false
215207,215207,JG BOLAS 130-2501951,JG BOLAS 130-2501951,Unid,Panamá,32097.0,,,2024-07-22 15:13:36.637,6253,15.0,false
253960,253960,ADORNO DECOR 2 SURT 120CM 201-3900143,ADORNO DECOR 2 SURT,Unid,Panamá,277585.0,,,2025-10-17 10:28:56.183,6257,4.0,false
118583,118583,Doypacks x20 surtidos,Doypacks x20 surtido,Unid,Paraguay,59090.9089,,,2020-11-26 11:31:32.903,7360,16.0,true
247297,247297,RAMA DECOR 30X13X13CM 140-5201739,Rama Decorativa,Unid,Panamá,6798.0,,,2025-08-28 13:59:31.077,7370,0.0,false
161392,161392,GNOMO DECOR 150-8200267,GNOMO DECOR 150-8200,Unid,Panamá,15315.0,,,2022-09-14 15:04:43.067,6257,0.0,false
162364,162364,RAMA DECOR  140-2500588,RAMA DECOR  140-2500,Unid,Panamá,6718.0,,,2022-09-26 08:45:54.877,7370,1.0,false
254128,254128,BOLAS NAVIDEÑAS 8CM DORADO MITAD MATE NB2515-1171,BOLAS NAVIDEÑAS 8CM,Unid,Panamá,14357.0,,,2025-10-20 16:34:30.157,6253,0.0,false
250437,250437,RELLENO 70CM CHAMPANA 831-AMX044- 25112N,RELLENO 70CM CHAMPAN,Unid,China,8102.0,,,2025-09-24 11:26:52.397,7370,244.0,false
248423,248423,RAMA DECOR HOJAS CHICAS DORADO 140-4700559,Rama Decorativa,Unid,Panamá,22075.0,,,2025-09-11 15:38:49.573,7370,14.0,false
254511,254511,LATON DE NAVIDAD IMPRESA NB2519-5753,LATON DE NAVIDAD IMP,Unid,Panamá,12966.0,,,2025-10-23 14:09:46.587,6257,0.0,false
246330,246330,"SERVILLETERO DE 4,6 X 4,1 CM JSR-DEC-24-454",Servilletero JSR,Unid,China,6078.0,,,2025-08-22 22:43:21.900,6319,9.0,false
217064,217064,831-28-2403 RAMA 78CM VERDE,RAMA 78CM VERDE,Unid,Panamá,30999.0,,,2024-08-23 14:03:31.680,7370,0.0,false
217371,217371,JG COPAS 4PCS 240ML 180-2900526,JG COPAS 4PCS 240ML,Unid,Panamá,119594.0,,,2024-08-27 12:04:58.207,6267,2.0,false
247417,247417,COJIN 45X45CM 170-2000624,COJIN 45X45CM 170-20,Unid,Panamá,69827.0,,,2025-08-28 15:44:55.990,6289,0.0,false
187801,187801,CESTA 200-4200054,CESTA 200-4200054,Unid,Panamá,62962.0,,,2023-08-14 15:53:44.843,6257,0.0,false
246402,246402,"63 MM, 50 YARDAS / ROLLO DE CINTA JSR-DEC-24-638",Cinta Navidad 63 MM,Unid,China,99897.0,,,2025-08-23 00:38:11.043,6278,7.0,false
247071,247071,BOLAS 12CM EN CAJA PVC 2PZS 130-2502555,BOLAS 12CM EN CAJA P,Unid,Panamá,32731.0,,,2025-08-28 11:44:21.760,6253,0.0,false
224475,224475,SETx6 ESFERAS BORDO 7CM,SETx6 ESFERAS BORDO,Unid,Paraguay,9545.4545,,,2024-12-09 14:38:32.730,6253,0.0,false
163636,163636,Tallo Navideño Largo 73cm QD2206-1424,Tallo Navideño Largo,Unid,Panamá,14719.0,,,2022-10-05 10:58:42.330,7370,1.0,false
246064,246064,GUIRNALDA VERDE 152X15X10CM 200-3000375,Guirnalda Verde 152,Unid,Panamá,104362.0,,,2025-08-22 11:16:54.090,6282,3.0,false
217323,217323,POINSETIA DECOR 140-5802643,POINSETIA DECOR,Unid,Panamá,14679.0,,,2024-08-27 10:00:56.270,7373,6.0,false
245931,245931,JG MANZANAS COLGANTES 2PZ 6.5X6.5X6.5CM 140-350003,Manzanas Colgantes,Unid,Panamá,7593.0,,,2025-08-21 10:19:49.563,7333,0.0,false
215866,215866,ARBOL DECOR 14X4X30.8CM 201-3900087,ARBOL DECOR 14X4X30.,Unid,Panamá,57799.0,,,2024-07-30 11:03:01.560,6257,1.0,false
250345,250345,PONSETIA 26X30CM 9P CREM 831-AMX001- 25249B,PONSETIA 26X30CM 9P,Unid,China,5085.0,,,2025-09-24 10:29:19.677,7373,7.0,false
215449,215449,CASA C/LUZ DECOR A/BAT 130-4200912,CASA 130-4200912,Unid,Panamá,13238.0,,,2024-07-23 11:06:15.180,6257,23.0,false
258248,258248,Caja Navidad - Llena de gracia,Caja Navidad - Llena,Unid,Paraguay,70909.0912,,,2025-12-16 12:01:08.020,6273,2.0,false
217350,217350,CAMINO D/MESA 170-2701098,CAMINO D/MESA 170-27,Unid,Panamá,74205.0,,,2024-08-27 11:01:17.553,6290,1.0,false
245905,245905,ADORNO COLGANTE ESTRELLA 23X12X12CM 140-2200861,Adorno Estrella,Unid,Panamá,20417.0,,,2025-08-21 09:26:24.300,7333,13.0,false
250339,250339,PONSETIA 30X46CM 9P AZUL  831-AMX001- 2599W,PONSETIA 30X46CM 9P,Unid,China,8274.0,,,2025-09-24 10:25:52.697,7373,130.0,false
250528,250528,FIG SANTA HNIE ESC 3 831-XMFE104- 2514B4,Figura Santa Navidad,Unid,China,51629.0,,,2025-09-24 13:00:40.100,6255,0.0,false
163541,163541,CINTA  NAVIDEÑA 831-XMFE46-20005,CINTA  NAVIDEÑA 831-,Unid,Panamá,15175.0,,,2022-10-05 08:18:31.193,6278,0.0,false
250577,250577,JGO TREN LED 13PZAS 90CM B 831-D065-2511,Tren Navideño LED,Unid,China,94814.0,,,2025-09-24 13:37:44.023,6284,0.0,false
247148,247148,GUIRNALDA 270CM 240TIPS X30X270CM 110-0400041,GUIRNALDA 270CM 240T,Unid,Panamá,65296.0,,,2025-08-28 12:22:34.310,6282,0.0,false
187044,187044,JGO TREN C/HUMO 201-7800062,JGO TREN C/HUMO 201-,Unid,Panamá,107762.0,,,2023-08-07 16:17:19.340,6257,1.0,false
219875,219875,1613588 CINTA TERCIOPELO NAVIDAD,CINTA TERCIOPELO NAV,Unid,Brasil,22995.0,,,2024-09-26 14:17:53.070,6278,0.0,false
215564,215564,LAMPARA  C/LUZ 200-4200130,LAMPARA  200-4200130,Unid,Panamá,167451.0,,,2024-07-23 14:51:52.930,6257,1.0,false
186812,186812,PLATO 180-5100008,PLATO 180-5100008,Unid,Panamá,8013.0821,,,2023-08-05 09:47:24.687,6264,1.0,false
246422,246422,"63 MM, 5 YARDAS / ROLLO DE CINTA JSR-DEC-24-680",Cinta Festiva 63 MM,Unid,China,15489.0,,,2025-08-23 00:51:56.843,6278,34.0,false
246415,246415,"63 MM, CINTA DE 10 YARDAS / ROLLO JSR-DEC-24-657",Cinta Festiva 63mm,Unid,China,10588.0,,,2025-08-23 00:47:17.800,6278,0.0,false
247207,247207,JG ADORNO COLGANTE 6PZ 130-0700939,Adornos Copos Nieve,Unid,Panamá,5119.0,,,2025-08-28 13:31:59.527,7333,1.0,false
186641,186641,ADORNO COLGANTE 130-4900097,ADORNO COLGANTE 130-,Unid,Panamá,7106.0,,,2023-08-03 16:07:46.600,7333,0.0,false
17652,17652,BOLSA NAVIDEÑA 29570,BOLSA NAVIDEÑA 29570,Unid,Paraguay,2672.7271,,,2014-11-15 09:08:19.560,6270,0.0,false
215003,215003,ARBOL D/MESA C/LUZ 120-0100122,ARBOL 120-0100122,Unid,Panamá,45247.0,,,2024-07-18 15:56:20.513,6257,0.0,false
247042,247042,BOLAS 8CM EN TUBO 10PZS 130-2502382,Bolas Navidad 8cm,Unid,Panamá,40789.0,,,2025-08-28 10:59:38.230,6253,29.0,false
247265,247265,ADORNO COLGANTE 5.20X5.20X30.20CM 180-3301075,Adorno Colgante 30cm,Unid,Panamá,26185.0,,,2025-08-28 13:51:22.470,7333,17.0,false
247365,247365,ARBOL DECOR X30CM 140-1500736,Árbol Decorativo,Unid,Panamá,15946.0,,,2025-08-28 14:49:30.960,6259,2.0,false
62957,62957,LUZ MICRODOT 200LED BL 20MTS 220V 12022,Microdot 20mts bl.,Unid,Paraguay,135000.0,,,2017-10-30 15:12:17.697,6285,1.0,false
114243,114243,BOLA TRANSPARENTE 80MM 130-9500160,Bola navideña,Unid,Panamá,2697.0,,,2020-10-02 15:58:34.967,6253,12.0,false
187814,187814,CENTRO DE MESA 200-6500276,CENTRO D/MESA 200-65,Unid,Panamá,75943.0,,,2023-08-14 16:28:18.197,6257,0.0,false
246203,246203,BOLA DE NAVIDAD DE 10 CM JSR-DEC-24-1.,Bola Navidad 10 cm,Unid,China,2548.0,,,2025-08-22 18:17:13.580,6253,38.0,false
186682,186682,MALLA 130-6600113/53,MALLA 130-6600113/53,Unid,Panamá,44894.0,,,2023-08-04 09:16:25.200,6257,0.0,false
250745,250745,PLATO PARA PASTEL M AZEVINHO 1275-316M,PLATO PARA PASTEL M,Unid,Brasil,41086.0,,,2025-09-25 10:54:06.983,6264,0.0,false
248106,248106,BOLA TUBO PERLADA/FOSCA/TRANSPARENTE 1072322,BOLA TUBO PERLADA/FO,Unid,Brasil,35347.0,,,2025-09-09 11:38:42.737,6253,46.0,false
250619,250619,ESTRELLA DECO 40CM DORADO 831-D105-2524G,Estrella Dorada 40cm,Unid,China,45941.0,,,2025-09-24 14:04:49.590,6256,12.0,false
161364,161364,H. NIEVE 150-8000324B,H. NIEVE 150-8000324,Unid,Panamá,27032.0,,,2022-09-14 14:07:10.017,6257,1.0,false
217279,217279,831-AMX044-24171A PONSETIA ROJO,PONSETIA ROJO,Unid,Panamá,8361.0,,,2024-08-26 15:40:58.377,7373,1.0,false
246496,246496,45 METROS/ROLLO DE CINTA JSR-DEC-24-624,Cinta Decorativa 45m,Unid,China,10980.0,,,2025-08-23 08:41:50.120,6278,0.0,false
222456,222456,CAJA DE 2 ANGELITOS BEATRIZ  ALLEN,CAJA DE 2 ANGELITOS,Unid,Paraguay,136363.63,,,2024-11-12 09:27:52.623,6288,0.0,false
253985,253985,JG ADORNOS P/COLGAR 10PZ 130-9502684,JG ADORNOS P/COLGAR,Unid,Panamá,38201.0,,,2025-10-17 10:48:23.597,6253,4.0,false
250563,250563,CASCANUECES LED 37CM BAT-N 831-D030-2517,CASCANUECES LED 37CM,Unid,China,145240.0,,,2025-09-24 13:24:59.987,7340,0.0,false
221870,221870,JUEGO DE PESEBRE DE 10 CM,JGO DE PESEBRE 10CM,Unid,Paraguay,240000.0,,,2024-10-30 08:43:39.597,6288,0.0,false
220256,220256,TAMBOR MD 201-4600052,TAMBOR MD 201-460005,Unid,Panamá,483588.35,,,2024-10-07 14:14:46.260,6257,0.0,false
160326,160326,INDIVIDUAL 049-285609,INDIVIDUAL 049-28560,Unid,Panamá,9122.0,,,2022-08-24 14:14:13.343,6291,0.0,false
217084,217084,831-D011-2406 TIENDA LED USB,TIENDA LED USB,Unid,Panamá,220873.0,,,2024-08-23 14:35:54.073,6285,0.0,false
254263,254263,BOLSA TRANSP 80*90 PAPA NOEL LLEGO 11200840,BOLSA TRANSP 80*90,Unid,Brasil,4486.0,,,2025-10-22 09:12:38.897,6271,37.0,false
248066,248066,JG ALDEANOS 11PCS 026-490396,JG ALDEANOS 11PCS 02,Unid,Panamá,203102.0,,,2025-09-09 10:28:17.747,6255,3.0,false
254532,254532,SET BOLA NAVIDEÑA 8CM COLOR DORADO NB2519-6180,SET BOLA NAVIDEÑA 8C,Unid,Panamá,15054.0,,,2025-10-23 15:10:56.347,6253,82.0,false
217330,217330,POINSETIA DECOR 140-5802737,POINSETIA DECOR 140-,Unid,Panamá,15130.0,,,2024-08-27 10:20:30.823,7373,0.0,false
217244,217244,831-D032-26 COLGANTE P/PUERTA,COLGANTE P/PUERTA,Unid,Panamá,17056.0,,,2024-08-26 14:31:43.500,6255,0.0,false
192766,192766,CANASTA 831-AMX027-308,CANASTA 831-AMX027-3,Unid,Panamá,22803.0,,,2023-10-30 16:38:23.617,6257,0.0,false
216873,216873,POINSETIA DECOR 140-4101717,POINSETIA DECOR 140-,Unid,Panamá,21073.0,,,2024-08-20 12:13:08.793,7373,1.0,false
246580,246580,BOLSA DE PAPEL 33 X 26 X 12 CM JSR-APR-6627,Bolsa Papel Navidad,Unid,China,1373.0,,,2025-08-25 10:28:55.550,6271,0.0,false
217353,217353,INDIVIDUAL 170-2701125,INDIVIDUAL 170-27011,Unid,Panamá,12337.0,,,2024-08-27 11:07:22.083,6291,2.0,false
219687,219687,150-8100981A BOTA SANTA 20X5X50CM,BOTA SANTA 20X5X50CM,Unid,Panamá,54813.0,,,2024-09-25 13:54:18.637,6257,1.0,false
215195,215195,LUCES 120-7000036,LUCES 120-7000036,Unid,Panamá,9105.0,,,2024-07-22 14:31:32.497,6285,0.0,false
255004,255004,CAJA 24X24X10 MARRON,CAJA 24X24X10 VERDE,Unid,Paraguay,34772.7271,,,2025-10-31 13:41:33.190,6273,0.0,false
217075,217075,831-CS004-2401B DISPLAY SANTA 128 PZAS,DISPLAY SANTA,Unid,Panamá,3655023.0,,,2024-08-23 14:25:22.763,6257,0.0,false
213720,213720,PLATO POSTRE GUIRNALDA 1155-103,PLATO 1155-103,Unid,Brasil,34467.0,,,2024-06-27 11:46:41.017,6264,2.0,false
245916,245916,PINO D/NAVIDAD FLOR 62X16X4CM 140-3400225,Rama Decorativa,Unid,Panamá,13162.0,,,2025-08-21 09:50:08.967,7370,0.0,false
246029,246029,JG PICKS 4PZ 14.5X10.5X2.5CM 180-0400174,Marcadores Navideños,Unid,Panamá,24974.0,,,2025-08-22 09:26:21.833,7337,0.0,false
248473,248473,CIERVO  SENTADO DECOR 32X60X68CM 202-2400028,CIERVO DECOR 32X60X6,Unid,Panamá,956811.0,,,2025-09-12 09:54:51.880,6255,0.0,false
217169,217169,831-XMSM223-2424 PICK BERRIES ROJO,PICK BERRIES ROJO,Unid,Panamá,7545.0,,,2024-08-24 11:45:24.920,7373,4.0,false
248278,248278,COJIN GALLETA GENGIBRE 170-2701165,COJIN 170-2701165,Unid,Panamá,76008.0,,,2025-09-10 11:35:00.703,6289,0.0,false
214657,214657,ARBOL 210CM 110-0100296,ARBOL 210CM 110-0100,Unid,Panamá,568801.0,,,2024-07-12 15:02:50.810,6259,0.0,false
220935,220935,SET PAPEL NAVIDEÑO JSR-AUG619,SET PAPEL NAVIDEÑO,Unid,China,5256.0,,,2024-10-15 15:16:34.170,6270,0.0,false
246749,246749,JG GORRO D/NAVIDAD 4PZ 15X18CM 201-0300726,Gorros Navideños 4PZ,Unid,Panamá,7087.0,,,2025-08-26 16:11:52.253,6257,2.0,false
246337,246337,"CINTA DE 6,3 CM X 10 YARDAS JSR-DEC-24-495","CINTA DE 6,3 CM X 10",Unid,China,15686.0,,,2025-08-22 23:17:24.643,6278,10.0,false
162295,162295,FLOR DECOR 140-1500441,FLOR DECOR 140-15004,Unid,Panamá,7057.0,,,2022-09-23 16:49:27.570,7373,0.0,false
248343,248343,GLOBO CARRUSEL D/NIEVE  C/MUS 200-7400037,GLOBO D/NIEVE  C/MUS,Unid,Panamá,120986.0,,,2025-09-10 16:28:34.770,6257,0.0,false
250562,250562,CASCANUECES LED 32CM S3 BA 831-D030-2519,CASCANUECES LED 32CM,Unid,China,70679.0,,,2025-09-24 13:24:26.447,7340,0.0,false
247990,247990,"CINTA DORADA 6,3X9,14CM 1069917","CINTA DORADA 6,3X9,1",Unid,Brasil,16880.0,,,2025-09-09 09:08:53.480,6278,24.0,false
247233,247233,ADORNO COLGANTE 13X12X3CM 130-5002079,Adorno Colgante,Unid,Panamá,10994.0,,,2025-08-28 13:42:13.233,7333,1.0,false
246499,246499,TAPÓN DE VINO 11 X 6 X 4 CM JSR-DEC-24-837,TAPÓN DE VINO 11 X 6,Unid,China,6078.0,,,2025-08-23 08:46:52.680,7337,0.0,false
215218,215218,CINTA 130-3400496,CINTA 130-3400496,Unid,Panamá,32489.0,,,2024-07-22 15:38:03.063,6278,4.0,false
256668,256668,CONO DE ARBOL NAVIDEÑO C/ LUZ LED CH SZ2537-36,CONO DE ARBOL NAVIDE,Unid,Panamá,30380.4375,,,2025-11-29 08:23:02.343,6257,0.0,false
217122,217122,831-XMVI-090C ARBOL 240CM,ARBOL 240CM 831-XMVI,Unid,Panamá,945058.0,,,2024-08-23 15:22:26.257,6260,0.0,false
254449,254449,SET BOLA NAVIDEÑA 7CM COLORES SURTIDOS NB2515-1328,BOLA NAVIDEÑA 7CM CO,Unid,Panamá,17230.0,,,2025-10-23 10:20:06.213,6253,0.0,false
248018,248018,BOLA RELIEVE VERDE 8CM 6 PIEZAS 1051269,BOLA RELIEVE VERDE 8,Unid,Brasil,24271.0,,,2025-09-09 09:31:43.920,6253,36.0,false
248317,248317,BANDEJA CON TRES DIVISIONES NAV 180-1100175,Bandeja Festiva 3,Unid,Panamá,55184.0,,,2025-09-10 14:49:49.450,6262,0.0,false
186798,186798,PORTAPLATO 180-0700492,PORTAPLATO 180-07004,Unid,Panamá,11035.0,,,2023-08-05 09:14:58.790,6265,0.0,false
215221,215221,CINTA 130-3400548,CINTA 130-3400548,Unid,Panamá,21817.0,,,2024-07-22 15:42:24.670,6278,0.0,false
247402,247402,JG CARAMELOS DECOR 4PZ 130-2501342,JG CARAMELOS DECOR 4,Unid,Panamá,36677.0,,,2025-08-28 15:31:12.347,6257,0.0,false
140017,140017,ESFERAS 831-XMTX349-080B,ESFERAS 831-XMTX349-,Unid,Panamá,8064.0826,,,2021-11-09 14:25:45.850,6253,0.0,false
254693,254693,BAYAS DE NAVIDAD CON PINO QD2506-5242,BAYAS DE NAVIDAD CON,Unid,Panamá,9659.0,,,2025-10-24 15:33:01.050,7370,9.0,false
219699,219699,180-0700617 PORTAPLATO,PORTAPLATO 180-07006,Unid,Panamá,10025.0,,,2024-09-25 14:50:30.280,6265,1.0,false
219810,219810,200-810025 PANAL DECOR 15X1X11CM,PANAL DECOR,Unid,Panamá,19773.0,,,2024-09-26 09:59:07.687,6257,4.0,false
170030,170030,COLGANTE G ÑANDUTI P/ ARBOL,COLGANTE G ÑANDUTI P,Unid,Paraguay,36363.6365,,,2022-11-28 08:31:28.303,7333,11.0,false
62893,62893,LUZ 100F CALIDA 10 MTS C:VERDE 220V,Cadena Luz Cálida,Unid,Paraguay,50796.7063,,,2017-10-30 14:07:03.757,6285,257.0,false
219880,219880,1923225 CINTA A CUADROS NAVIDAD,CINTA A CUADROS NAV,Unid,Brasil,30176.0,,,2024-09-26 14:23:58.593,6278,1.0,false
135220,135220,BASE P/ ARBOL 201-6100001,Base p/ arbol,Unid,Panamá,83835.0,,,2021-09-01 14:52:44.287,6256,0.0,false
248383,248383,CASA DECOR LADRILLO 9.50X23.50X24CM 201-3500358,CASA DECOR 9.50X23.5,Unid,Panamá,77006.0,,,2025-09-11 13:53:38.680,6257,0.0,false
